Nodo0state :[2, 3, 0, 3, 2]
Nodo1state :[2, 1, 0, 3, 2]
Nodo2state :[0, 1, 0, 2, 2]
Nodo3state :[3, 2, 0, 1, 1]
Nodo4state :[3, 2, 0, 0, 1]
Nodo5state :[3, 2, 2, 0, 1]
Nodo6state :[0, 2, 0, 1, 0]
Nodo7state :[3, 2, 2, 2, 0]
Nodo8state :[0, 2, 0, 0, 2]
Nodo9state :[3, 3, 2, 2, 2]
Nodo10state :[3, 2, 0, 3, 1]
Nodo11state :[3, 2, 0, 0, 1]
Nodo12state :[1, 1, 0, 3, 1]
Nodo13state :[3, 1, 0, 0, 1]
Nodo14state :[3, 2, 2, 0, 1]
Nodo15state :[3, 1, 0, 0, 1]
Nodo16state :[2, 0, 0, 2, 1]
Nodo17state :[3, 2, 2, 3, 1]
Nodo18state :[2, 3, 0, 3, 2]
Nodo19state :[2, 2, 0, 3, 2]
Nodo20state :[2, 3, 0, 3, 2]
Nodo21state :[2, 3, 0, 3, 2]
Nodo22state :[3, 2, 2, 2, 0]
Nodo23state :[0, 1, 3, 0, 1]
Nodo24state :[0, 1, 3, 0, 1]
Nodo25state :[0, 2, 3, 0, 1]
Nodo26state :[0, 2, 3, 3, 1]
Nodo27state :[1, 1, 2, 3, 2]
Nodo28state :[3, 2, 2, 3, 1]
Nodo29state :[1, 2, 0, 3, 0]
Nodo30state :[1, 2, 0, 3, 1]
Nodo31state :[2, 3, 2, 3, 2]
Nodo32state :[3, 3, 3, 1, 1]
Nodo33state :[2, 3, 0, 3, 2]
Nodo34state :[3, 3, 3, 1, 1]
Nodo35state :[3, 3, 2, 0, 0]
Nodo36state :[3, 1, 2, 0, 0]
Nodo37state :[0, 1, 2, 2, 0]
Nodo38state :[1, 1, 2, 2, 0]
Nodo39state :[2, 1, 2, 0, 0]
Nodo40state :[3, 1, 2, 0, 0]
Nodo41state :[0, 3, 2, 3, 2]
Nodo42state :[0, 3, 2, 3, 2]
Nodo43state :[0, 3, 2, 3, 2]
Nodo44state :[3, 3, 2, 3, 2]
Nodo45state :[1, 1, 2, 3, 2]
Nodo46state :[0, 1, 0, 2, 2]
Nodo47state :[2, 1, 0, 1, 0]
Nodo48state :[2, 1, 0, 0, 1]
Nodo49state :[0, 2, 0, 0, 2]
