Nodo0state :[3, 3, 2, 1, 2]
Nodo1state :[2, 1, 0, 1, 0]
Nodo2state :[3, 2, 2, 1, 2]
Nodo3state :[2, 1, 0, 1, 0]
Nodo4state :[3, 2, 0, 0, 1]
Nodo5state :[3, 2, 0, 0, 1]
Nodo6state :[3, 2, 0, 0, 1]
Nodo7state :[3, 2, 0, 0, 1]
Nodo8state :[3, 2, 0, 3, 1]
Nodo9state :[3, 2, 2, 0, 2]
Nodo10state :[3, 1, 2, 3, 2]
Nodo11state :[3, 2, 0, 3, 2]
Nodo12state :[3, 3, 0, 3, 2]
Nodo13state :[3, 2, 2, 3, 2]
Nodo14state :[3, 3, 2, 3, 2]
Nodo15state :[3, 3, 2, 3, 2]
Nodo16state :[1, 1, 0, 3, 2]
Nodo17state :[0, 3, 2, 3, 2]
Nodo18state :[2, 3, 0, 3, 0]
Nodo19state :[2, 3, 0, 3, 0]
Nodo20state :[3, 3, 2, 3, 0]
Nodo21state :[3, 3, 2, 3, 0]
Nodo22state :[3, 3, 2, 3, 0]
Nodo23state :[0, 3, 2, 3, 2]
Nodo24state :[0, 3, 2, 3, 2]
Nodo25state :[0, 3, 2, 3, 2]
Nodo26state :[0, 1, 3, 3, 2]
Nodo27state :[0, 3, 3, 3, 0]
Nodo28state :[0, 3, 2, 3, 2]
Nodo29state :[1, 3, 3, 3, 0]
Nodo30state :[1, 3, 0, 3, 1]
Nodo31state :[3, 3, 0, 3, 2]
Nodo32state :[3, 3, 0, 1, 2]
Nodo33state :[3, 3, 0, 1, 2]
Nodo34state :[0, 1, 0, 3, 2]
Nodo35state :[0, 1, 0, 3, 0]
Nodo36state :[0, 1, 0, 3, 2]
Nodo37state :[2, 3, 2, 3, 2]
Nodo38state :[2, 3, 2, 3, 2]
Nodo39state :[2, 3, 2, 3, 2]
Nodo40state :[0, 3, 2, 3, 2]
Nodo41state :[0, 3, 2, 3, 2]
Nodo42state :[0, 3, 2, 3, 2]
Nodo43state :[0, 3, 2, 3, 2]
Nodo44state :[0, 3, 2, 3, 2]
Nodo45state :[0, 3, 2, 3, 2]
Nodo46state :[3, 3, 3, 3, 2]
Nodo47state :[2, 1, 0, 1, 0]
Nodo48state :[2, 1, 0, 1, 0]
Nodo49state :[3, 3, 2, 3, 2]
