Nodo0state :[2, 1, 0, 3, 2]
Nodo1state :[0, 1, 0, 3, 2]
Nodo2state :[0, 1, 0, 2, 0]
Nodo3state :[2, 1, 0, 1, 2]
Nodo4state :[3, 2, 2, 0, 1]
Nodo5state :[3, 2, 0, 0, 1]
Nodo6state :[3, 2, 0, 0, 0]
Nodo7state :[3, 2, 0, 0, 0]
Nodo8state :[0, 2, 0, 0, 0]
Nodo9state :[3, 3, 0, 0, 2]
Nodo10state :[3, 2, 0, 0, 2]
Nodo11state :[3, 3, 2, 0, 2]
Nodo12state :[1, 1, 0, 3, 1]
Nodo13state :[3, 1, 0, 0, 2]
Nodo14state :[3, 1, 0, 0, 1]
Nodo15state :[3, 2, 0, 0, 2]
Nodo16state :[3, 0, 2, 2, 2]
Nodo17state :[0, 3, 2, 3, 2]
Nodo18state :[2, 3, 0, 3, 2]
Nodo19state :[0, 3, 0, 3, 2]
Nodo20state :[3, 3, 0, 3, 2]
Nodo21state :[3, 3, 0, 3, 2]
Nodo22state :[3, 2, 2, 0, 0]
Nodo23state :[0, 2, 3, 0, 1]
Nodo24state :[0, 2, 3, 3, 1]
Nodo25state :[0, 2, 3, 0, 1]
Nodo26state :[0, 3, 0, 3, 1]
Nodo27state :[3, 1, 2, 3, 2]
Nodo28state :[0, 3, 0, 3, 1]
Nodo29state :[1, 1, 0, 3, 0]
Nodo30state :[1, 1, 0, 3, 0]
Nodo31state :[2, 1, 0, 3, 2]
Nodo32state :[3, 3, 3, 1, 1]
Nodo33state :[2, 1, 0, 3, 2]
Nodo34state :[3, 3, 3, 3, 0]
Nodo35state :[3, 1, 2, 3, 0]
Nodo36state :[3, 1, 2, 3, 0]
Nodo37state :[1, 1, 2, 0, 0]
Nodo38state :[3, 1, 2, 3, 0]
Nodo39state :[1, 1, 2, 0, 0]
Nodo40state :[3, 1, 2, 3, 0]
Nodo41state :[3, 3, 2, 3, 0]
Nodo42state :[3, 3, 2, 3, 2]
Nodo43state :[3, 3, 2, 3, 2]
Nodo44state :[3, 3, 2, 3, 2]
Nodo45state :[3, 1, 2, 3, 1]
Nodo46state :[3, 3, 0, 3, 2]
Nodo47state :[3, 1, 2, 1, 2]
Nodo48state :[0, 1, 0, 0, 0]
Nodo49state :[0, 2, 0, 3, 0]
